Quarter,Region,State,Purpose,Trips
2013 Q2,Limestone Coast,South Australia,Visiting,41
2013 Q3,Limestone Coast,South Australia,Visiting,19
2013 Q4,Limestone Coast,South Australia,Visiting,33
2014 Q1,Limestone Coast,South Australia,Visiting,40
2014 Q2,Limestone Coast,South Australia,Visiting,40
2014 Q3,Limestone Coast,South Australia,Visiting,22
2014 Q4,Limestone Coast,South Australia,Visiting,51
2015 Q1,Limestone Coast,South Australia,Visiting,55
2015 Q2,Limestone Coast,South Australia,Visiting,23
2015 Q3,Limestone Coast,South Australia,Visiting,25
2015 Q4,Limestone Coast,South Australia,Visiting,52
2016 Q1,Limestone Coast,South Australia,Visiting,44
2016 Q2,Limestone Coast,South Australia,Visiting,48
2016 Q3,Limestone Coast,South Australia,Visiting,37
2016 Q4,Limestone Coast,South Australia,Visiting,30
2017 Q1,Limestone Coast,South Australia,Visiting,39
2017 Q2,Limestone Coast,South Australia,Visiting,41
2017 Q3,Limestone Coast,South Australia,Visiting,42
2017 Q4,Limestone Coast,South Australia,Visiting,60
1998 Q1,MacDonnell,Northern Territory,Business,9
1998 Q2,MacDonnell,Northern Territory,Business,3
1998 Q3,MacDonnell,Northern Territory,Business,4
1998 Q4,MacDonnell,Northern Territory,Business,5
1999 Q1,MacDonnell,Northern Territory,Business,3
1999 Q2,MacDonnell,Northern Territory,Business,6
1999 Q3,MacDonnell,Northern Territory,Business,4
1999 Q4,MacDonnell,Northern Territory,Business,0
2000 Q1,MacDonnell,Northern Territory,Business,0
2000 Q2,MacDonnell,Northern Territory,Business,0
2000 Q3,MacDonnell,Northern Territory,Business,4
2000 Q4,MacDonnell,Northern Territory,Business,9
2001 Q1,MacDonnell,Northern Territory,Business,23
2001 Q2,MacDonnell,Northern Territory,Business,7
2001 Q3,MacDonnell,Northern Territory,Business,1
2001 Q4,MacDonnell,Northern Territory,Business,5
2002 Q1,MacDonnell,Northern Territory,Business,3
2002 Q2,MacDonnell,Northern Territory,Business,3
2002 Q3,MacDonnell,Northern Territory,Business,3
2002 Q4,MacDonnell,Northern Territory,Business,7
2003 Q1,MacDonnell,Northern Territory,Business,2
2003 Q2,MacDonnell,Northern Territory,Business,4
2003 Q3,MacDonnell,Northern Territory,Business,0
2003 Q4,MacDonnell,Northern Territory,Business,8
2004 Q1,MacDonnell,Northern Territory,Business,10
2004 Q2,MacDonnell,Northern Territory,Business,1
2004 Q3,MacDonnell,Northern Territory,Business,20
2004 Q4,MacDonnell,Northern Territory,Business,3
2005 Q1,MacDonnell,Northern Territory,Business,2
2005 Q2,MacDonnell,Northern Territory,Business,4
2005 Q3,MacDonnell,Northern Territory,Business,4
2005 Q4,MacDonnell,Northern Territory,Business,1
2006 Q1,MacDonnell,Northern Territory,Business,2
2006 Q2,MacDonnell,Northern Territory,Business,4
2006 Q3,MacDonnell,Northern Territory,Business,4
2006 Q4,MacDonnell,Northern Territory,Business,1
2007 Q1,MacDonnell,Northern Territory,Business,3
2007 Q2,MacDonnell,Northern Territory,Business,5
2007 Q3,MacDonnell,Northern Territory,Business,3
2007 Q4,MacDonnell,Northern Territory,Business,5
2008 Q1,MacDonnell,Northern Territory,Business,1
2008 Q2,MacDonnell,Northern Territory,Business,12
2008 Q3,MacDonnell,Northern Territory,Business,4
2008 Q4,MacDonnell,Northern Territory,Business,2
2009 Q1,MacDonnell,Northern Territory,Business,8
2009 Q2,MacDonnell,Northern Territory,Business,8
2009 Q3,MacDonnell,Northern Territory,Business,11
2009 Q4,MacDonnell,Northern Territory,Business,10
2010 Q1,MacDonnell,Northern Territory,Business,2
2010 Q2,MacDonnell,Northern Territory,Business,1
2010 Q3,MacDonnell,Northern Territory,Business,10
2010 Q4,MacDonnell,Northern Territory,Business,2
2011 Q1,MacDonnell,Northern Territory,Business,4
2011 Q2,MacDonnell,Northern Territory,Business,3
2011 Q3,MacDonnell,Northern Territory,Business,1
2011 Q4,MacDonnell,Northern Territory,Business,10
2012 Q1,MacDonnell,Northern Territory,Business,9
2012 Q2,MacDonnell,Northern Territory,Business,0
2012 Q3,MacDonnell,Northern Territory,Business,11
2012 Q4,MacDonnell,Northern Territory,Business,14
2013 Q1,MacDonnell,Northern Territory,Business,2
2013 Q2,MacDonnell,Northern Territory,Business,8
2013 Q3,MacDonnell,Northern Territory,Business,11
2013 Q4,MacDonnell,Northern Territory,Business,9
2014 Q1,MacDonnell,Northern Territory,Business,3
2014 Q2,MacDonnell,Northern Territory,Business,0
2014 Q3,MacDonnell,Northern Territory,Business,0
2014 Q4,MacDonnell,Northern Territory,Business,9
2015 Q1,MacDonnell,Northern Territory,Business,1
2015 Q2,MacDonnell,Northern Territory,Business,10
2015 Q3,MacDonnell,Northern Territory,Business,2
2015 Q4,MacDonnell,Northern Territory,Business,5
2016 Q1,MacDonnell,Northern Territory,Business,9
2016 Q2,MacDonnell,Northern Territory,Business,3
2016 Q3,MacDonnell,Northern Territory,Business,7
2016 Q4,MacDonnell,Northern Territory,Business,5
2017 Q1,MacDonnell,Northern Territory,Business,9
2017 Q2,MacDonnell,Northern Territory,Business,17
2017 Q3,MacDonnell,Northern Territory,Business,28
2017 Q4,MacDonnell,Northern Territory,Business,10
1998 Q1,MacDonnell,Northern Territory,Holiday,1
1998 Q2,MacDonnell,Northern Territory,Holiday,0
1998 Q3,MacDonnell,Northern Territory,Holiday,12
1998 Q4,MacDonnell,Northern Territory,Holiday,2
1999 Q1,MacDonnell,Northern Territory,Holiday,4
1999 Q2,MacDonnell,Northern Territory,Holiday,16
1999 Q3,MacDonnell,Northern Territory,Holiday,11
1999 Q4,MacDonnell,Northern Territory,Holiday,9
2000 Q1,MacDonnell,Northern Territory,Holiday,15
2000 Q2,MacDonnell,Northern Territory,Holiday,9
2000 Q3,MacDonnell,Northern Territory,Holiday,29
2000 Q4,MacDonnell,Northern Territory,Holiday,13
2001 Q1,MacDonnell,Northern Territory,Holiday,1
2001 Q2,MacDonnell,Northern Territory,Holiday,5
2001 Q3,MacDonnell,Northern Territory,Holiday,14
2001 Q4,MacDonnell,Northern Territory,Holiday,2
2002 Q1,MacDonnell,Northern Territory,Holiday,10
2002 Q2,MacDonnell,Northern Territory,Holiday,6
2002 Q3,MacDonnell,Northern Territory,Holiday,13
2002 Q4,MacDonnell,Northern Territory,Holiday,15
2003 Q1,MacDonnell,Northern Territory,Holiday,3
2003 Q2,MacDonnell,Northern Territory,Holiday,3
2003 Q3,MacDonnell,Northern Territory,Holiday,14
2003 Q4,MacDonnell,Northern Territory,Holiday,9
2004 Q1,MacDonnell,Northern Territory,Holiday,3
2004 Q2,MacDonnell,Northern Territory,Holiday,8
2004 Q3,MacDonnell,Northern Territory,Holiday,17
2004 Q4,MacDonnell,Northern Territory,Holiday,2
2005 Q1,MacDonnell,Northern Territory,Holiday,4
2005 Q2,MacDonnell,Northern Territory,Holiday,7
2005 Q3,MacDonnell,Northern Territory,Holiday,18
2005 Q4,MacDonnell,Northern Territory,Holiday,2
2006 Q1,MacDonnell,Northern Territory,Holiday,2
2006 Q2,MacDonnell,Northern Territory,Holiday,6
2006 Q3,MacDonnell,Northern Territory,Holiday,8
2006 Q4,MacDonnell,Northern Territory,Holiday,1
2007 Q1,MacDonnell,Northern Territory,Holiday,4
2007 Q2,MacDonnell,Northern Territory,Holiday,12
2007 Q3,MacDonnell,Northern Territory,Holiday,12
2007 Q4,MacDonnell,Northern Territory,Holiday,1
2008 Q1,MacDonnell,Northern Territory,Holiday,3
2008 Q2,MacDonnell,Northern Territory,Holiday,3
2008 Q3,MacDonnell,Northern Territory,Holiday,7
2008 Q4,MacDonnell,Northern Territory,Holiday,3
2009 Q1,MacDonnell,Northern Territory,Holiday,4
2009 Q2,MacDonnell,Northern Territory,Holiday,23
2009 Q3,MacDonnell,Northern Territory,Holiday,14
2009 Q4,MacDonnell,Northern Territory,Holiday,10
2010 Q1,MacDonnell,Northern Territory,Holiday,3
2010 Q2,MacDonnell,Northern Territory,Holiday,10
2010 Q3,MacDonnell,Northern Territory,Holiday,4
2010 Q4,MacDonnell,Northern Territory,Holiday,2
2011 Q1,MacDonnell,Northern Territory,Holiday,1
2011 Q2,MacDonnell,Northern Territory,Holiday,1
2011 Q3,MacDonnell,Northern Territory,Holiday,8
2011 Q4,MacDonnell,Northern Territory,Holiday,4
2012 Q1,MacDonnell,Northern Territory,Holiday,0
2012 Q2,MacDonnell,Northern Territory,Holiday,11
2012 Q3,MacDonnell,Northern Territory,Holiday,4
2012 Q4,MacDonnell,Northern Territory,Holiday,2
2013 Q1,MacDonnell,Northern Territory,Holiday,5
2013 Q2,MacDonnell,Northern Territory,Holiday,11
2013 Q3,MacDonnell,Northern Territory,Holiday,14
2013 Q4,MacDonnell,Northern Territory,Holiday,4
2014 Q1,MacDonnell,Northern Territory,Holiday,3
2014 Q2,MacDonnell,Northern Territory,Holiday,11
2014 Q3,MacDonnell,Northern Territory,Holiday,21
2014 Q4,MacDonnell,Northern Territory,Holiday,3
2015 Q1,MacDonnell,Northern Territory,Holiday,1
2015 Q2,MacDonnell,Northern Territory,Holiday,3
2015 Q3,MacDonnell,Northern Territory,Holiday,15
2015 Q4,MacDonnell,Northern Territory,Holiday,12
2016 Q1,MacDonnell,Northern Territory,Holiday,11
2016 Q2,MacDonnell,Northern Territory,Holiday,5
2016 Q3,MacDonnell,Northern Territory,Holiday,18
2016 Q4,MacDonnell,Northern Territory,Holiday,1
2017 Q1,MacDonnell,Northern Territory,Holiday,3
2017 Q2,MacDonnell,Northern Territory,Holiday,16
2017 Q3,MacDonnell,Northern Territory,Holiday,8
2017 Q4,MacDonnell,Northern Territory,Holiday,4
1998 Q1,MacDonnell,Northern Territory,Other,0
1998 Q2,MacDonnell,Northern Territory,Other,0
1998 Q3,MacDonnell,Northern Territory,Other,3
1998 Q4,MacDonnell,Northern Territory,Other,2
1999 Q1,MacDonnell,Northern Territory,Other,0
1999 Q2,MacDonnell,Northern Territory,Other,0
1999 Q3,MacDonnell,Northern Territory,Other,0
1999 Q4,MacDonnell,Northern Territory,Other,0
2000 Q1,MacDonnell,Northern Territory,Other,0
2000 Q2,MacDonnell,Northern Territory,Other,0
2000 Q3,MacDonnell,Northern Territory,Other,1
2000 Q4,MacDonnell,Northern Territory,Other,0
2001 Q1,MacDonnell,Northern Territory,Other,0
2001 Q2,MacDonnell,Northern Territory,Other,5
2001 Q3,MacDonnell,Northern Territory,Other,0
2001 Q4,MacDonnell,Northern Territory,Other,3
2002 Q1,MacDonnell,Northern Territory,Other,0
2002 Q2,MacDonnell,Northern Territory,Other,1
2002 Q3,MacDonnell,Northern Territory,Other,2
2002 Q4,MacDonnell,Northern Territory,Other,2
2003 Q1,MacDonnell,Northern Territory,Other,0
2003 Q2,MacDonnell,Northern Territory,Other,0
2003 Q3,MacDonnell,Northern Territory,Other,0
2003 Q4,MacDonnell,Northern Territory,Other,1
2004 Q1,MacDonnell,Northern Territory,Other,0
2004 Q2,MacDonnell,Northern Territory,Other,0
2004 Q3,MacDonnell,Northern Territory,Other,0
2004 Q4,MacDonnell,Northern Territory,Other,0
2005 Q1,MacDonnell,Northern Territory,Other,1
2005 Q2,MacDonnell,Northern Territory,Other,1
2005 Q3,MacDonnell,Northern Territory,Other,4
2005 Q4,MacDonnell,Northern Territory,Other,0
2006 Q1,MacDonnell,Northern Territory,Other,0
2006 Q2,MacDonnell,Northern Territory,Other,0
2006 Q3,MacDonnell,Northern Territory,Other,0
2006 Q4,MacDonnell,Northern Territory,Other,0
2007 Q1,MacDonnell,Northern Territory,Other,0
2007 Q2,MacDonnell,Northern Territory,Other,0
2007 Q3,MacDonnell,Northern Territory,Other,0
2007 Q4,MacDonnell,Northern Territory,Other,0
2008 Q1,MacDonnell,Northern Territory,Other,0
2008 Q2,MacDonnell,Northern Territory,Other,0
2008 Q3,MacDonnell,Northern Territory,Other,0
2008 Q4,MacDonnell,Northern Territory,Other,0
2009 Q1,MacDonnell,Northern Territory,Other,0
2009 Q2,MacDonnell,Northern Territory,Other,1
2009 Q3,MacDonnell,Northern Territory,Other,1
2009 Q4,MacDonnell,Northern Territory,Other,0
2010 Q1,MacDonnell,Northern Territory,Other,0
2010 Q2,MacDonnell,Northern Territory,Other,2
2010 Q3,MacDonnell,Northern Territory,Other,0
2010 Q4,MacDonnell,Northern Territory,Other,0
2011 Q1,MacDonnell,Northern Territory,Other,0
2011 Q2,MacDonnell,Northern Territory,Other,1
2011 Q3,MacDonnell,Northern Territory,Other,0
2011 Q4,MacDonnell,Northern Territory,Other,0
2012 Q1,MacDonnell,Northern Territory,Other,0
2012 Q2,MacDonnell,Northern Territory,Other,0
2012 Q3,MacDonnell,Northern Territory,Other,0
2012 Q4,MacDonnell,Northern Territory,Other,0
2013 Q1,MacDonnell,Northern Territory,Other,0
2013 Q2,MacDonnell,Northern Territory,Other,0
2013 Q3,MacDonnell,Northern Territory,Other,0
2013 Q4,MacDonnell,Northern Territory,Other,0
2014 Q1,MacDonnell,Northern Territory,Other,0
2014 Q2,MacDonnell,Northern Territory,Other,0
2014 Q3,MacDonnell,Northern Territory,Other,0
2014 Q4,MacDonnell,Northern Territory,Other,0
2015 Q1,MacDonnell,Northern Territory,Other,0
2015 Q2,MacDonnell,Northern Territory,Other,0
2015 Q3,MacDonnell,Northern Territory,Other,3
2015 Q4,MacDonnell,Northern Territory,Other,0
2016 Q1,MacDonnell,Northern Territory,Other,0
2016 Q2,MacDonnell,Northern Territory,Other,0
2016 Q3,MacDonnell,Northern Territory,Other,0
2016 Q4,MacDonnell,Northern Territory,Other,0
2017 Q1,MacDonnell,Northern Territory,Other,0
2017 Q2,MacDonnell,Northern Territory,Other,0
2017 Q3,MacDonnell,Northern Territory,Other,0
2017 Q4,MacDonnell,Northern Territory,Other,0
1998 Q1,MacDonnell,Northern Territory,Visiting,0
1998 Q2,MacDonnell,Northern Territory,Visiting,1
1998 Q3,MacDonnell,Northern Territory,Visiting,1
1998 Q4,MacDonnell,Northern Territory,Visiting,5
1999 Q1,MacDonnell,Northern Territory,Visiting,1
1999 Q2,MacDonnell,Northern Territory,Visiting,0
1999 Q3,MacDonnell,Northern Territory,Visiting,4
1999 Q4,MacDonnell,Northern Territory,Visiting,1
2000 Q1,MacDonnell,Northern Territory,Visiting,0
2000 Q2,MacDonnell,Northern Territory,Visiting,0
2000 Q3,MacDonnell,Northern Territory,Visiting,0
2000 Q4,MacDonnell,Northern Territory,Visiting,1
2001 Q1,MacDonnell,Northern Territory,Visiting,1
2001 Q2,MacDonnell,Northern Territory,Visiting,0
2001 Q3,MacDonnell,Northern Territory,Visiting,6
2001 Q4,MacDonnell,Northern Territory,Visiting,1
2002 Q1,MacDonnell,Northern Territory,Visiting,0
2002 Q2,MacDonnell,Northern Territory,Visiting,0
2002 Q3,MacDonnell,Northern Territory,Visiting,2
2002 Q4,MacDonnell,Northern Territory,Visiting,0
2003 Q1,MacDonnell,Northern Territory,Visiting,1
2003 Q2,MacDonnell,Northern Territory,Visiting,5
2003 Q3,MacDonnell,Northern Territory,Visiting,2
2003 Q4,MacDonnell,Northern Territory,Visiting,1
2004 Q1,MacDonnell,Northern Territory,Visiting,0
2004 Q2,MacDonnell,Northern Territory,Visiting,1
2004 Q3,MacDonnell,Northern Territory,Visiting,0
2004 Q4,MacDonnell,Northern Territory,Visiting,2
2005 Q1,MacDonnell,Northern Territory,Visiting,0
2005 Q2,MacDonnell,Northern Territory,Visiting,0
2005 Q3,MacDonnell,Northern Territory,Visiting,3
2005 Q4,MacDonnell,Northern Territory,Visiting,0
2006 Q1,MacDonnell,Northern Territory,Visiting,2
2006 Q2,MacDonnell,Northern Territory,Visiting,4
2006 Q3,MacDonnell,Northern Territory,Visiting,0
2006 Q4,MacDonnell,Northern Territory,Visiting,0
2007 Q1,MacDonnell,Northern Territory,Visiting,0
2007 Q2,MacDonnell,Northern Territory,Visiting,2
2007 Q3,MacDonnell,Northern Territory,Visiting,5
2007 Q4,MacDonnell,Northern Territory,Visiting,1
2008 Q1,MacDonnell,Northern Territory,Visiting,0
2008 Q2,MacDonnell,Northern Territory,Visiting,1
2008 Q3,MacDonnell,Northern Territory,Visiting,0
2008 Q4,MacDonnell,Northern Territory,Visiting,0
2009 Q1,MacDonnell,Northern Territory,Visiting,0
2009 Q2,MacDonnell,Northern Territory,Visiting,1
2009 Q3,MacDonnell,Northern Territory,Visiting,0
2009 Q4,MacDonnell,Northern Territory,Visiting,0
2010 Q1,MacDonnell,Northern Territory,Visiting,3
2010 Q2,MacDonnell,Northern Territory,Visiting,1
2010 Q3,MacDonnell,Northern Territory,Visiting,0
2010 Q4,MacDonnell,Northern Territory,Visiting,0
2011 Q1,MacDonnell,Northern Territory,Visiting,2
2011 Q2,MacDonnell,Northern Territory,Visiting,1
2011 Q3,MacDonnell,Northern Territory,Visiting,0
2011 Q4,MacDonnell,Northern Territory,Visiting,0
2012 Q1,MacDonnell,Northern Territory,Visiting,2
2012 Q2,MacDonnell,Northern Territory,Visiting,2
2012 Q3,MacDonnell,Northern Territory,Visiting,0
2012 Q4,MacDonnell,Northern Territory,Visiting,0
2013 Q1,MacDonnell,Northern Territory,Visiting,0
2013 Q2,MacDonnell,Northern Territory,Visiting,0
2013 Q3,MacDonnell,Northern Territory,Visiting,0
2013 Q4,MacDonnell,Northern Territory,Visiting,1
2014 Q1,MacDonnell,Northern Territory,Visiting,3
2014 Q2,MacDonnell,Northern Territory,Visiting,2
2014 Q3,MacDonnell,Northern Territory,Visiting,0
2014 Q4,MacDonnell,Northern Territory,Visiting,0
2015 Q1,MacDonnell,Northern Territory,Visiting,2
2015 Q2,MacDonnell,Northern Territory,Visiting,0
2015 Q3,MacDonnell,Northern Territory,Visiting,5
2015 Q4,MacDonnell,Northern Territory,Visiting,4
2016 Q1,MacDonnell,Northern Territory,Visiting,0
2016 Q2,MacDonnell,Northern Territory,Visiting,0
2016 Q3,MacDonnell,Northern Territory,Visiting,4
2016 Q4,MacDonnell,Northern Territory,Visiting,0
2017 Q1,MacDonnell,Northern Territory,Visiting,0
2017 Q2,MacDonnell,Northern Territory,Visiting,0
2017 Q3,MacDonnell,Northern Territory,Visiting,0
2017 Q4,MacDonnell,Northern Territory,Visiting,5
1998 Q1,Macedon,Victoria,Business,0
1998 Q2,Macedon,Victoria,Business,24
1998 Q3,Macedon,Victoria,Business,0
1998 Q4,Macedon,Victoria,Business,5
1999 Q1,Macedon,Victoria,Business,4
1999 Q2,Macedon,Victoria,Business,3
1999 Q3,Macedon,Victoria,Business,3
1999 Q4,Macedon,Victoria,Business,8
2000 Q1,Macedon,Victoria,Business,3
2000 Q2,Macedon,Victoria,Business,0
2000 Q3,Macedon,Victoria,Business,5
2000 Q4,Macedon,Victoria,Business,2
2001 Q1,Macedon,Victoria,Business,11
2001 Q2,Macedon,Victoria,Business,4
2001 Q3,Macedon,Victoria,Business,12
2001 Q4,Macedon,Victoria,Business,13
2002 Q1,Macedon,Victoria,Business,7
2002 Q2,Macedon,Victoria,Business,0
2002 Q3,Macedon,Victoria,Business,0
2002 Q4,Macedon,Victoria,Business,0
2003 Q1,Macedon,Victoria,Business,5
2003 Q2,Macedon,Victoria,Business,5
2003 Q3,Macedon,Victoria,Business,0
2003 Q4,Macedon,Victoria,Business,1
2004 Q1,Macedon,Victoria,Business,5
2004 Q2,Macedon,Victoria,Business,0
2004 Q3,Macedon,Victoria,Business,8
2004 Q4,Macedon,Victoria,Business,3
2005 Q1,Macedon,Victoria,Business,5
2005 Q2,Macedon,Victoria,Business,13
2005 Q3,Macedon,Victoria,Business,5
2005 Q4,Macedon,Victoria,Business,16
2006 Q1,Macedon,Victoria,Business,1
2006 Q2,Macedon,Victoria,Business,7
2006 Q3,Macedon,Victoria,Business,2
2006 Q4,Macedon,Victoria,Business,0
2007 Q1,Macedon,Victoria,Business,0
2007 Q2,Macedon,Victoria,Business,14
2007 Q3,Macedon,Victoria,Business,5
2007 Q4,Macedon,Victoria,Business,10
2008 Q1,Macedon,Victoria,Business,7
2008 Q2,Macedon,Victoria,Business,4
2008 Q3,Macedon,Victoria,Business,13
2008 Q4,Macedon,Victoria,Business,2
2009 Q1,Macedon,Victoria,Business,6
2009 Q2,Macedon,Victoria,Business,3
2009 Q3,Macedon,Victoria,Business,0
2009 Q4,Macedon,Victoria,Business,0
2010 Q1,Macedon,Victoria,Business,0
2010 Q2,Macedon,Victoria,Business,0
2010 Q3,Macedon,Victoria,Business,0
2010 Q4,Macedon,Victoria,Business,20
2011 Q1,Macedon,Victoria,Business,6
2011 Q2,Macedon,Victoria,Business,4
2011 Q3,Macedon,Victoria,Business,11
